DESCRIÇÃO;COD;PN;FABRIC.;LOCAL;CADASTRO LOCAL;COD LOCAL;status:
ESCADA 11 DEGRAUS CINZA/PRETO VOAR;030-204-001211;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 15 DEGRAUS CINZA/PRETO VOAR;030-204-001212;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 22 DEGRAUS AZUL  VOAR;030-204-001213;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
ESCADA 7 DEGRAUS AMARELA VOAR;030-204-001214;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL ZELOSO 2;030-204-001215;FAZELO;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL ZELOSO 2;030-204-001216;E07454;FAZELO;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL ZELOSO 2;030-204-001217;E07531;FAZELO;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE DE CALDA AJUSTAVEL VOAR;030-204-001218;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE DE CALDA AJUSTAVEL VOAR;030-204-001219;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO HIDRAULICO AJUSTAVEL ZELOSO ;030-204-001220;E07531;;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE DE CALDA AJUSTAVEL VOAR;030-204-001221;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
BANCADA DE TRABALHO S/GAVETA;030-204-001222;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
BANCADA DE TRABALHO S/GAVETA;030-204-001223;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
BANCADA DE TRABALHO C/GAVETA;030-204-001224;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
BANCADA DE TRABALHO S/GAVETA;030-204-001225;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
BANCADA DE TRABALHO S/GAVETA;030-204-001226;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
BANCADA DE TRABALHO S/GAVETA;030-204-001227;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
BANCADA DE TRABALHO S/GAVETA;030-204-001228;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
BANCADA DE TRABALHO S/GAVETA PINTURA;030-204-001229;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
PRATELEIRA PARA COMPONENTES;030-204-001230;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
PRATELEIRA PARA COMPONENTES;030-204-001231;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
PRATELEIRA PARA COMPONENTES;030-204-001232;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
PRATELEIRA PARA COMPONENTES;030-204-001233;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
SUPORTE PARA FLAP;030-204-001234;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
PRATELEIRA PARA COMPONENTES;030-204-001235;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
PRATELEIRA PARA COMPONENTES;030-204-001236;VOAR;;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO PEQUENO ZELOSO 8000KG;030-204-001237;VOAR;ZELOSO;FERRAMENTARIA;HANGAR GSE;GSE;
MACACO PEQUENO ZELOSO M1219 ;030-204-001238;VOAR;ZELOSO;FERRAMENTARIA;HANGAR GSE;GSE;
ALICATE / DECAPADOR SPLICE PARA PRENSAR CONECTOR;030-204-001239;VOAR;STANLEY;FERRAMENTARIA;Q4 PRETO;Q4;
BICO DE ABASTECIMENTO REGULADORA NITROGENIO;030-204-001240;VOAR;;FERRAMENTARIA;ARMARIO 1;PRAT 4;
KIT REMOÇÃO DE PISTA ;030-204-001241;VOAR;;FERRAMENTARIA;ESTANTE 6;PRAT 3;
KIT TAMPÃO PARA TESTE FUEL PUMP;030-204-001242;VOAR;;FERRAMENTARIA;ESTANTE 6;PRAT 2;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
